the_geom,ID,AGENCY_NAM,PROGRAM_TY,AGENCY_TEL,CBO_SERVIC,SP_EIN,CBO_SP_TEL,SCHOOL_ID,SITE_NAME,SITE_BUILD,SITE_STREE,SITE_BOROU,SITE_ZIP,SETTING,ESTIMATED_,SUMMER,SCHOOL_YEA,WEEKENDS,EVENINGS,ELEMENTARY,MIDDLE_SCH,HIGH_SCHOO,WEEKLY_HOU,ENROLLMENT,ACADEMICS,SPORTS_PHY,ARTS_CULTU,NAME,ADDRESS1,ADDRESS2
POINT (-73.92030926488701 40.83277764901031),DYCD595,DYCD,WIA InSchool Youth,718-588-8200,Mid-Bronx Council Services,,718-588-8200,,Family Preservation Center,1125,Grand Concourse,Bronx,10452,CBO,0,Yes,Yes,No,No,No,No,Yes,Part-time,0,Yes,No,No,WIA InSchool Youth - Mid-Bronx Council Services,1125 Grand Concourse,"Bronx, NY 10456"
POINT (-73.90206491774715 40.69916535554747),DYCD584,DYCD,WIA InSchool Youth,718-456-5437 x232,Greater Ridgewood Youth Council,112518141,718-456-5437 x232,24Q077,IS 77,976,Seneca Avenue,Queens,11385,school,0,Yes,Yes,No,No,No,No,Yes,Full-time,0,yes,yes,yes,WIA InSchool Youth - Greater Ridgewood Youth Council,976 Seneca Avenue,"Queens, NY 11385"
POINT (-73.86030447708534 40.8603093996639),DYCD588,DYCD,WIA InSchool Youth,800-622-5577,Henkels & McCoy,231535602,800-622-5577,11X415,Columbus HS,925,Astor Avenue,Bronx,10469,School,0,Yes,Yes,No,No,No,No,Yes,Part-time,0,Yes,No,No,WIA InSchool Youth - Henkels & McCoy,925 Astor Avenue,"Bronx, NY 10469"
POINT (-74.10203515556472 40.60828906509304),DYCD605,DYCD,WIA InSchool Youth,212-477-6504,Police Athletic League,135596811,212-477-6504,31R080,PS 80,715,Ocean Terrace,Staten Island,10301,school,0,Yes,Yes,No,No,No,No,Yes,Full-time,0,yes,yes,yes,WIA InSchool Youth - Police Athletic League,715 Ocean Terrace,"Staten Island, NY 10301"
POINT (-73.76536609650312 40.703459416840964),DYCD602,DYCD,WIA InSchool Youth,212-477-6504,Police Athletic League,135596811,212-477-6504,29Q118,PS 118,190-20,109th Road,Queens,11412,School,0,Yes,Yes,No,No,No,No,Yes,Full-time,0,yes,yes,yes,WIA InSchool Youth - Police Athletic League,190-20 109th Road,"Queens, NY 11412"
POINT (-73.88257545165928 40.85527760801581),DYCD593,DYCD,WIA InSchool Youth,718-588-8200,Mid-Bronx Council Services,,718-588-8200,10X660,Grace Dodge Vocational HS,2474,Crotona Avenue,Bronx,10458,School,0,Yes,Yes,No,No,No,No,Yes,Part-time,0,Yes,No,No,WIA InSchool Youth - Mid-Bronx Council Services,2474 Crotona Avenue,"Bronx, NY 10458"
POINT (-73.86161786516172 40.875187942303725),DYCD582,DYCD,WIA InSchool Youth,212-366-8441,Federation Employment & Guidance Services,131624000,212-366-8441,11X265,Bronx Lab School,800,East Gun Hill Road,Bronx,10467,school,0,Yes,Yes,No,No,No,No,Yes,Part-time,0,Yes,no,no,WIA InSchool Youth - Federation Employment & Guidance Services,800 East Gun Hill Road,"Bronx, NY 10467"
POINT (-73.90310228109774 40.70561022292774),DOE_DYCD549,DYCD,WIA InSchool Youth,718-456-5437 x232,Greater Ridgewood Youth Council,112518141,718-456-5437 x232,24Q093,I.S. 93,6656,Forest Avenue,Queens,11385,School,200,Yes,Yes,No,No,No,No,Yes,Part-time,200,Yes,No,No,WIA InSchool Youth - Greater Ridgewood Youth Council,6656 Forest Avenue,"Queens, NY 11385"
POINT (-73.91995016417546 40.818624083144634),DYCD594,DYCD,WIA InSchool Youth,718-588-8200,Mid-Bronx Council Services,,718-588-8200,07X600,Alfred. E. Smith Vocational HS,333,East 151 Street,Bronx,10451,School,0,Yes,Yes,No,No,No,No,Yes,Part-time,0,yes,no,no,WIA InSchool Youth - Mid-Bronx Council Services,333 East 151st Street,"Bronx, NY 10451"
POINT (-73.87545938710645 40.678635568261065),DYCD580,DYCD,WIA InSchool Youth,718-566-2129,East New York Development,112433064,718-566-2129,19K615,Transit Tech HS,1,Wells Street,Brooklyn,11208,School,0,Yes,Yes,No,No,No,No,Yes,Part-time,0,Yes,No,No,WIA InSchool Youth - East NY Dev.,1 Wells Street,"Brooklyn, NY 11208"
POINT (-73.91249472764129 40.87756074436304),DYCD590,DYCD,WIA InSchool Youth,800-622-5577,Henkels & McCoy,231535602,800-622-5577,10X475,J.F. Kennedy HS,99,Terrace View Avenue,Bronx,10463,School,0,Yes,Yes,No,No,No,No,Yes,Part-time,0,Yes,No,No,WIA InSchool Youth - Henkels & McCoy,99 Terrace View Avenue,"Bronx, NY 10463"
POINT (-73.94092963081869 40.806151047380396),DYCD585,DYCD,WIA InSchool Youth,212-534-0700,Harlem Children's Zone,237112974,212-534-0700,,Harlem Children's Zone,35,East 125th Street,Manhattan,10035,CBO,0,Yes,Yes,No,No,No,No,Yes,Full-time,0,yes,yes,yes,WIA InSchool Youth - Harlem Children's Zone,35 East 125th Street,"Manhattan, NY 10035"
POINT (-73.96210898352953 40.61732107776219),DYCD599,DYCD,WIA InSchool Youth,212-227-1000,National Society for Hebrew Day Schools,135564128,212-227-1000,,Bais Yaakov Academy,1213,Elm Avenue,Brooklyn,11230,CBO,0,Yes,Yes,No,No,No,No,Yes,Part-time,0,Yes,No,No,WIA InSchool Youth - National Society for Hebrew Day Schools,1213 Elm Avenue,"Brooklyn, NY 11230"
POINT (-73.89313949811313 40.70067630035531),DYCD583,DYCD,WIA InSchool Youth,718-456-5437 x232,Greater Ridgewood Youth Council,112518141,718-456-5437 x232,,Greater Ridgewood Youth Council,62-04,Myrtle Avenue,Queens,11385,CBO,0,Yes,Yes,No,No,No,No,Yes,Full-time,0,Yes,Yes,Yes,WIA InSchool Youth - Greater Ridgewood Youth Council,62-04 Myrtle Avenue,"Queens, NY 11385"
POINT (-73.96083206498608 40.70426680435923),DYCD597,DYCD,WIA InSchool Youth,212-227-1000,National Society for Hebrew Day Schools,135564128,212-227-1000,,Bais Yaakov of Adas Yereim,563,Bedford Avenue,Brooklyn,11211,CBO,0,Yes,Yes,No,No,No,No,Yes,Part-time,0,Yes,No,No,WIA InSchool Youth - National Society for Hebrew Day Schools,563 Bedford Avenue,"Brooklyn, NY 11211"
POINT (-73.8612783034607 40.757238710197925),DYCD581,DYCD,WIA InSchool Youth,718-651-0096,Elmcor Youth & Adult Activities,,718-651-0096,,Elmcor Youth & Adult Activities,33-16,108th Street,Queens,11368,CBO,0,Yes,Yes,No,No,No,No,Yes,Full-time,0,yes,yes,yes,WIA InSchool Youth - Elmcor Youth & Adult Activities,33-16 108th Street,"Queens, NY 11368"
POINT (-73.78584008459875 40.68849525543236),DYCD601,DYCD,WIA InSchool Youth,718-712-1100,New Spirit II,,718-712-1100,,New Spirit II - Youth Center,114-02,Guy R. Brewer Boulevard,Queens,11434,CBO,0,Yes,Yes,No,No,No,No,Yes,Part-time,0,yes,yes,yes,WIA InSchool Youth - New Spirit II,114-02 Guy R. Brewer Boulevard,"Queens, NY 11434"
POINT (-73.94590197683479 40.64819551947746),DYCD610,DYCD,WIA InSchool Youth,718-270-6908,Research Foundation/ Medgar Evers College,131988190,718-270-6908,17K181,PS 181,1023,New York Avenue,Brooklyn,11203,School,0,Yes,Yes,No,No,No,No,Yes,Full-time,0,Yes,No,No,WIA InSchool Youth - Research Foundation/ Medgar Evers,1023 New York Avenue,"Brooklyn, NY 11203"
POINT (-73.99234855005754 40.72976950431503),DYCD591,DYCD,WIA InSchool Youth,212-674-2600,"Hetrick-Martin Institute, Inc.",,212-674-2600,,Hetrick-Martin Institute,2,Astor Place,Manhattan,10003,CBO,0,Yes,Yes,No,No,No,No,Yes,Full-time,0,Yes,Yes,Yes,WIA InSchool Youth - Hetrick-Martin Institute,2 Astor Place,"Manhattan, NY 10003"
POINT (-73.87575587349441 40.87902051626945),DOE_DYCD531,DYCD,WIA InSchool Youth,718-882-4000,Mosholu-Montefiore Community Center,133622107,718-882-4000,,Mosholu Preservation Corp.,3400,Reservoir Oval East,Bronx,10467,CBO,83,Yes,Yes,No,No,No,No,Yes,Full-time,83,Yes,Yes,Yes,WIA InSchool Youth - Mosholu-Montefiore Comm. Center,3400 Reservoir Oval East,"Bronx, NY 10467"
POINT (-73.93677041383134 40.81872037687667),DOE_DYCD534,DYCD,WIA InSchool Youth,212-674-3500,New York City Mission Society,135562301,212-674-3500,,Minisink Townhouse,646,Malcolm X Boulevard,Manhattan,10037,CBO,100,Yes,Yes,No,No,No,No,Yes,Full-time,100,Yes,No,Yes,WIA InSchool Youth - NY City Mission Society,646 Malcolm X Boulevard,"Manhattan, NY 10037"
POINT (-74.08546114691877 40.641821544027714),DYCD607,DYCD,WIA InSchool Youth,212-477-6504,Police Athletic League,135596811,212-477-6504,,Police Athletic League,55,Layton Avenue,Staten Island,10301,CBO,0,Yes,Yes,No,No,No,No,Yes,Part-time,0,yes,yes,yes,WIA InSchool Youth - Police Athletic League,55 Layton Avenue,"Staten Island, NY 10301"
POINT (-73.96274864068064 40.80054826546796),DYCD586,DYCD,WIA InSchool Youth,212-534-0700,Harlem Children's Zone,237112974,212-534-0700,03M054,MS 54,103,West 107th Street,Manhattan,10025,School,0,Yes,Yes,No,No,No,No,Yes,Full-time,0,Yes,Yes,Yes,WIA InSchool Youth - Harlem Children's Zone,103 West 107th Street,"Manhattan, NY 10025"
POINT (-73.80908458397069 40.72420099543882),DYCD608,DYCD,WIA InSchool Youth,718-651-7770,Child Center of NY,111733454,718-651-7770,25Q252,IS 252,158-40,76th Road,Queens,11366,School,0,Yes,Yes,No,No,No,No,Yes,Full-time,0,yes,yes,yes,WIA InSchool Youth - The Child Center of NY,158-40 76th Road,"Queens, NY 11366"
POINT (-73.95978734251798 40.702502630413),DYCD598,DYCD,WIA InSchool Youth,212-227-1000,National Society for Hebrew Day Schools,135564128,212-227-1000,,Beth Chana,620,Bedford Avenue,Brooklyn,11211,CBO,0,Yes,Yes,No,No,No,No,Yes,Part-time,0,Yes,No,No,WIA InSchool Youth - National Society for Hebrew Day Schools,620 Bedford Avenue,"Brooklyn, NY 11211"
POINT (-73.90207886708953 40.831121551567534),DYCD744,DYCD,OST,800-246-4646,The After School Corporation,134004600,(718) 839-1122,09X002,P.S. 002 Morrisania (X002),1260,Franklin Avenue,Bronx,10456,School,200,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,200,yes,yes,yes,OST - The After School Corporation,1260 Franklin Avenue,"Bronx, NY 10456"
POINT (-73.9862482033765 40.75436638249297),DYCD745,DYCD,OST,800-246-4646,The After School Corporation,134004600,(646) 943-8735,,City Scholars Academy,1440,"Broadway, 16th Floor",Manhattan,10018,Center,500,Yes,Yes,yes,unknown,no,no,yes,Part-time,500,no,no,no,OST - The After School Corporation,"1440 Broadway, 16th Floor","Manhattan, NY 10018"
POINT (-73.79848963413397 40.71645102491619),DYCD746,DYCD,OST,800-246-4646,The After School Corporation,134004600,(646) 943-8746,28Q620,City Scholars at Thomas Edison HS,165-65,84th Avenue,Queens,11432,School,400,Yes,Yes,yes,unknown,no,no,yes,Part-time,400,no,no,no,OST - The After School Corporation,165-65 84th Avenue,"Queens, NY 11432"
POINT (-73.96874653969672 40.69545466839422),DYCD747,DYCD,OST,800-246-4646,The After School Corporation,134004600,(646) 943-8745,13K670,City Scholars at Benjamin Banneker Academy,71-77,Clinton Avenue,Brooklyn,11205,School,400,Yes,Yes,yes,unknown,no,no,yes,Part-time,400,no,no,no,OST - The After School Corporation,71-77 Clinton Avenue,"Brooklyn, NY 11205"
POINT (-74.21383762087797 40.54198469182568),DYCD748,DYCD,OST,800-246-4646,"United Activities Unlimited, Inc.",132921483,718-448-4834,31R056,PS 56 THE LOUIS DESARIO SCHOOL (R056),250,KRAMER AVENUE,Staten Island,10309,School,100,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,100,Yes,Yes,Yes,OST - United Activities Unlimited,250 Kramer Avenue,"Staten Island, NY 10309"
POINT (-74.15683286641848 40.63171888127997),DYCD749,DYCD,OST,800-246-4646,"United Activities Unlimited, Inc.",132921483,718-448-4834,31R044,PS 044 THOMAS C BROWN (R044),80,MAPLE PARKWAY,Staten Island,10303,School,125,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,125,Yes,Yes,Yes,OST - United Activities Unlimited,80 Maple Parkway,"Staten Island, NY 10303"
POINT (-74.11713573584765 40.636341394071714),DYCD750,DYCD,OST,800-246-4646,"United Activities Unlimited, Inc.",132921483,(718) 448-4834,31R018,PS 018 JOHN G WHITTIER (R018),221,BROADWAY,Staten Island,10310,School,100,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,100,Yes,Yes,Yes,OST - United Activities Unlimited,221 Broadway,"Staten Island, NY 10310"
POINT (-73.98044449913415 40.67990294813022),DYCD751,DYCD,OST,800-246-4646,"University Settlement Society of New York, Inc",135562374,(917) 337-3211,13K133,PS 133 WILLIAM A BUTLER (K133),375,BUTLER STREET,Brooklyn,11217,School,129,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,129,Yes,Yes,Yes,OST - University Settlement Society of NY,375 Butler Street,"Brooklyn, NY 11217"
POINT (-73.92784728653727 40.852968409514396),DYCD752,DYCD,OST,800-246-4646,Washington Hts.-Inwood Coalition,,(917) 388-5664,06M189,PS 189 (M189),2580,AMSTERDAM AVENUE,Manhattan,10040,School,135,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,135,Yes,Yes,Yes,OST - Washington Hts.-Inwood Coalition,2580 Amsterdam Avenue,"Manhattan, NY 10040"
POINT (-73.90034738846754 40.75305293583059),DYCD753,DYCD,OST,800-246-4646,"Woodside On The Move, Inc.",,718-476-8449,30Q152,PS 152 GWENDOLYN ALLEYNE (Q152),33-52,62 STREET,Queens,11377,School,185,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,185,Yes,Yes,Yes,OST - Woodside On The Move,33-52 62 Street,"Queens, NY 11377"
POINT (-73.9266280781986 40.83253082573449),DYCD754,DYCD,OST,800-246-4646,Woodycrest Center For Human Development,133184179,(718) 293-3198,09X073,PS 073 BRONX (X073),1020,ANDERSON AVENUE,Bronx,10452,School,200,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,200,Yes,Yes,Yes,OST - Woodycrest Center For Human Dev.,1020 Anderson Avenue,"Bronx, NY 10452"
POINT (-73.99790653278767 40.640085225105075),DYCD755,DYCD,OST,800-246-4646,Yeshiva Kehilath Yakov (Parent Hdqtrs),,(718) 972-2900,,Yeshiva Kehilath Yakov,4706,10th Avenue,Brooklyn,11219,Center,128,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,128,Yes,Yes,Yes,OST- Yeshiva Kehilath,4706 10th Avenue,"Brooklyn, NY 11219"
POINT (-73.95254795855092 40.692605861988454),DYCD756,DYCD,OST,800-246-4646,YMCA of Greater New York/Bedford Stuyvesant Branch,131624228,718-789-1497,13K054,PS 054 SAMUEL C BARNES (K054),195,SANFORD STREET,Brooklyn,11205,School,140,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,140,Yes,Yes,Yes,OST - YMCA of Greater NY/Bedford Stuyvesant,195 Sanford Street,"Brooklyn, NY 11205"
POINT (-73.91376270281035 40.69751945824225),DOE_DYCD541,DYCD,WIA InSchool Youth,718-381-9653,Ridgewood Bushwick Senior Citizens' Council,112453853,718-381-9653,,Ridgewood Bushwick Youth Center,1474,Gates Avenue,Brooklyn,11237,CBO,100,Yes,Yes,No,No,No,No,Yes,Full-time,100,Yes,Yes,Yes,WIA InSchool Youth - Ridgewood Bushwick Senior Citizens Council,1474 Gates Avenue,"Brooklyn, NY 11237"
POINT (-73.89335682028414 40.82120180131397),DYCD619,DYCD,WIA InSchool Youth,718-589-1510,Simpson Street Development Association,133082529,718-589-1510,,Simpson Street Dev. Association,997,East 163rd Street,Bronx,10459,CBO,0,Yes,Yes,No,No,No,No,Yes,Full-time,0,Yes,No,No,WIA InSchool Youth - Simpson Street Dev. Association,997 East 163 Street,"Bronx, NY 10459"
POINT (-73.95153346910087 40.65640478437978),DYCD611,DYCD,WIA InSchool Youth,718-270-6908,Research Foundation/ Medgar Evers College,131988190,718-270-6908,17K002,MS 2,655,Parkside Avenue,Brooklyn,11226,School,0,Yes,Yes,No,No,No,No,Yes,Full-time,0,Yes,No,No,WIA InSchool Youth - Research Foundation/ Medgar Evers,655 Parkside Avenue,"Brooklyn, NY 11226"
POINT (-73.98188317003809 40.69806337723232),DYCD681,DYCD,OST,800-246-4646,Madison Square Boys & Girls Club,135596792,718-625-4295,,Navy Yard,240,Nassau Street,Brooklyn,11201,center,120,No,Yes,unknown,unknown,No,Yes,No,Full-time,120,Yes,Yes,Yes,OST - Madison Square Boys & Girls Club,240 Nassau Street,"Brooklyn, NY 11201"
POINT (-73.8930308281976 40.74231585421971),DYCD682,DYCD,OST,800-246-4646,"Maspeth Town Hall, Inc.",237259702,718-424-5905,24Q012,PS 012 JAMES B COLGATE (Q012),42-00,72 STREET,Queens,11377,School,210,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,210,Yes,Yes,Yes,OST - Maspeth Town Hall,42-00 72 Street,"Queens, NY 11377"
POINT (-73.97488121774019 40.5958778522943),DYCD683,DYCD,OST,800-246-4646,Mercy First,,718-848-1532,21K095,PS 095 THE GRAVESEND,345,Van Sicklen Street,Brooklyn,11223,School,120,No,Yes,unknown,unknown,No,Yes,No,Full-time,120,Yes,Yes,Yes,OST - MercyFirst,345 Van Sicklen Street,"Brooklyn, NY 11223"
POINT (-74.0041963763551 40.65258541632251),DYCD684,DYCD,OST,800-246-4646,"Morningside Center for Teaching Social Responsibility, Inc.",,718-832-5858,15K024,PS 024 (K024),427,38th Street,Brooklyn,11232,School,220,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,220,yes,yes,yes,OST - Morningside Ctr. for Teaching Soc. Respon.,427 38th Street,"Brooklyn, NY 11232"
POINT (-73.90150655720194 40.87555456574337),DYCD685,DYCD,OSt,800-246-4646,"Mosholu Montefiore Community Center, Inc.",133622107,212-729-6384,10X237,"Marie Curie H.S. for Nursing,Medicine&Health X237",120,West 231 Street,Bronx,10463,School,200,No,Yes,unknown,unknown,No,Yes,Yes,Part-time,200,No,No,No,OST - Mosholu Montefiore Comm. Center,120 West 231 Street,"Bronx, NY 10463"
POINT (-73.89148407201795 40.883008864677876),DYCD690,DYCD,OST,800-246-4646,"Mosholu Montefiore Community Center, Inc.",133622107,718-548-7680,10X095,PS 095 SHEILA MENCHER (X095),3961,HILLMAN AVENUE,Bronx,10463,School,188,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,188,Yes,Yes,Yes,OST - Mosholu Montefiore Comm. Center,3961 Hillman Avenue,"Bronx, NY 10463"
POINT (-73.9115146915917 40.849875158971265),DYCD691,DYCD,OST,800-246-4646,Mount Hope Housing Company,,718-466-3600,,Mount Hope Housing After School Program,1822,Davidson Avenue,Bronx,10453,Center,120,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,120,Yes,Yes,Yes,OST - Mount Hope Housing,1822 Davidson Avenue,"Bronx, NY 10453"
POINT (-73.91076733649116 40.75757915621734),DYCD692,DYCD,OST,800-246-4646,National Chorale,,718-721-5404,30Q455,William C. Bryant HS,48-10,31st Avenue,Queens,11103,school,50,no,yes,unknown,unknown,no,no,yes,Part-time,50,no,no,no,OST - National Chorale,48-10 31st Avenue,"Queens, NY 11103"
POINT (-74.2441115709282 40.50953346077471),NYPL80,NYPL,Other,212-340-0903,,,718-984-0945,,Tottenville Branch,7430,Amboy Road,Staten Island,10307,Library,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full-time,0,yes,no,yes,"NYPL, Tottenville Branch",7430 Amboy Road,"Staten Island, NY 10307"
POINT (-74.08208534939 40.645000039880806),DYCD694,DYCD,OST,800-246-4646,New York Center for Interpersonal Development,237085239,718-947-4122,31R450,Curtis High School,105,Hamilton Avenue,Staten Island,10301,school,30,no,yes,unknown,unknown,no,no,yes,Part-time,30,no,no,no,OST - NY Center for Interpersonal Dev.,105 Hamilton Avenue,"Staten Island, NY 10301"
POINT (-74.08680290413346 40.61080837907613),DYCD695,DYCD,OST,800-246-4646,New York Center for Interpersonal Development,237085239,(718) 947-4122,31R470,Concord HS,109,Rhine Avenue,Staten Island,10304,School,30,no,yes,unknown,unknown,No,No,Yes,Part-time,30,no,no,no,OST - NY Center for Interpersonal Dev.,109 Rhine Ave.,"Staten Island, NY 10304"
POINT (-73.94279994125255 40.81437960175451),DYCD696,DYCD,OST,800-246-4646,New York City Mission Society,135562301,(212) 283-0426,05M175,PS 175 HENRY H GARNET (M175),175,WEST 134 STREET,Manhattan,10030,School,150,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,150,Yes,Yes,Yes,OST - NY City Mission Society,175 West 134th Street,"Manhattan, NY 10030"
POINT (-73.96584306295675 40.67857501248226),DYCD697,DYCD,OST,800-246-4646,New York Junior Tennis League,,(347) 417-8189,17K009,Public School 9,80,Underhill Avenue,Brooklyn,11238,School,40,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,40,yes,yes,yes,OST - NY Junior Tennis League,80 Underhill Avenue,Brooklyn
POINT (-73.97008040332555 40.60234292124512),DYCD698,DYCD,OST,800-246-4646,New York Junior Tennis League,,(718) 339-2464,21K215,P.S. 215 MORRIS H. WEISS (K215),415,AVENUE S,Brooklyn,11223,School,150,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,150,Yes,Yes,Yes,OST - NY Junior Tennis League,415 Avenue S,"Brooklyn, NY 11223"
POINT (-73.79482213621084 40.59434210803272),DYCD699,DYCD,OST,800-246-4646,New York Junior Tennis League,,(718) 634-7914,27Q042,P.S. 042 R. Vernam (Q042),488,BEACH 66 STREET,Queens,11692,School,120,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,120,yes,yes,yes,OST - NY Junior Tennis League,488 Beach 66 Street,Queens
POINT (-73.86263253295587 40.82193237931941),DYCD700,DYCD,OST,800-246-4646,New York Junior Tennis League,,(718) 842-1461,08x100,PS 100 ISSAC CLASON (X100),800,TAYLOR AVENUE,Bronx,10473,School,150,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,150,Yes,Yes,Yes,OST - NY Junior Tennis League,800 Taylor Avenue,"Bronx, NY 10473"
POINT (-73.82305272791122 40.58677876606722),DYCD701,DYCD,OST,800-246-4646,New York Junior Tennis League,,(347) 417-8182,27Q262,Channel View School for Research (JHS 262),100-00,Beach Channel Drive,Queens,11694,School,40,no,yes,unknown,unknown,No,yes,No,Full-time,40,yes,yes,yes,OST - NY Junior Tennis League,100-00 Beach Channel Drive,Queens
POINT (-73.80879020258843 40.740764172603726),DYCD702,DYCD,OST,800-246-4646,New York Junior Tennis League,,(347) 417-8189,25Q163,Public School 163,159-01,59th Avenue,Queens,11365,School,40,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,40,yes,yes,yes,OST - NY Junior Tennis League,159-01 59th Avenue,Queens
POINT (-73.75856246166563 40.676262763397574),DYCD703,DYCD,OST,800-246-4646,New York Junior Tennis League,,(718) 528-5399,29Q037,PS37Q Cynthia Jenkins,179-37,137th Avenue,Queens,11434,School,150,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,150,yes,yes,yes,OST - NY Junior Tennis League,179-37 137th Avenue,Queens
POINT (-73.92411955579654 40.75580579776421),DYCD704,DYCD,OST,800-246-4646,New York Junior Tennis League,,(718) 392-3405,30Q706,Our World Neighborhood Charter School (Q706),36-12,35th Avenue,Queens,11106,School,150,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,150,yes,yes,yes,OST - NY Junior Tennis League,36-12 35th Avenue,Queens
POINT (-73.90585302915188 40.824919394475245),DYCD705,DYCD,OST,800-246-4646,New York Junior Tennis League,,(718) 378-9664,08X146,PS 146 EDWARD COLLINS (X146),968,CAULDWELL AVENUE,Bronx,10456,School,150,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,150,Yes,Yes,Yes,OST - NY Junior Tennis League,968 Cauldwell Avenue,"Bronx, NY 10456"
POINT (-73.88155649122112 40.6469495320475),DYCD706,DYCD,OST,800-246-4646,New York Junior Tennis League,,(718) 642-3000,19K346,PS 346 ABE STARK (K346),1400,PENNSYLVANIA AVENUE,Brooklyn,11239,School,150,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,150,Yes,Yes,Yes,OST - NY Junior Tennis League,1400 Pennsylvania Avenue,"Brooklyn, NY 11239"
POINT (-73.85064221176894 40.866983635550994),DYCD707,DYCD,OST,800-246-4646,New York Junior Tennis League,,(718) 654-2055,11x121,PS 121 THROOP (X121),2750,THROOP AVENUE,Bronx,10469,School,150,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,150,Yes,Yes,Yes,OST - NY Junior Tennis League,2750 Throop Avenue,"Bronx, NY 10469"
POINT (-73.9259915503831 40.80835831436234),DYCD757,DYCD,OST,800-246-4646,YMCA of Greater New York/Bronx,131624228,(646) 404-1333,07x154,PS 154 Jonathan D. Hyatt  (X154),333,E. 135th Street,Bronx,10454,School,140,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,140,yes,yes,yes,OST - YMCA of Greater NY/Bronx,333 E. 135th Street,"Bronx, NY 10454"
POINT (-73.74379670716424 40.59991838685835),DYCD758,DYCD,OST,800-246-4646,YMCA of Greater New York/Cross Island,131624228,(917) 704-1239,27Q197,PS 197 THE OCEAN SCHOOL (Q197),825,Hicksville Road,Queens,11691,School,150,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,150,Yes,Yes,Yes,OST - YMCA of Greater NY/Cross Island,825 Hicksville Road,"Queens, NY 11691"
POINT (-73.84768554299083 40.68481122728215),DYCD759,DYCD,OST,800-246-4646,YMCA of Greater New York/Cross Island,131624228,(718) 659-7710,27Q210,JHS 210 ELIZABETH BLACKWELL (Q210),93-11,101 AVENUE,Queens,11416,School,100,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,100,Yes,Yes,Yes,OST - YMCA of Greater NY/Cross Island,93-11 101st Avenue,"Queens, NY 11416"
POINT (-73.99286560193728 40.700877868860005),DYCD760,DYCD,OST,800-246-4646,YMCA of Greater New York/Dodge,131624228,(718) 834-6722,13K008,PS 008 ROBERT FULTON (K008),37,HICKS STREET,Brooklyn,11201,School,150,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,150,Yes,Yes,Yes,OST - YMCA of Greater NY/Dodge,37 Hicks Street,"Brooklyn, NY 11201"
POINT (-73.98256751393022 40.68487518459291),DYCD761,DYCD,OST,800-246-4646,YMCA of Greater New York/Dodge,131624228,(718) 624-3468,15K038,PS 038 THE PACIFIC (K038),450,PACIFIC STREET,Brooklyn,11217,School,150,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,150,Yes,Yes,Yes,OST - YMCA of Greater NY/Dodge,450 Pacific Street,"Brooklyn, NY 11217"
POINT (-73.96207039390013 40.70586829184331),DYCD762,DYCD,OST,800-246-4646,YMCA of Greater New York/Greenpoint,131624228,(718) 389-3700,14K016,PS 016 LEONARD DUNKLY (K016),157,WILSON STREET,Brooklyn,11211,School,100,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,100,Yes,Yes,Yes,OST - YMCA of Greater NY/Greenpoint,157 Wilson Street,"Brooklyn, NY 11211"
POINT (-74.00183021094496 40.602872168338564),DYCD763,DYCD,OST,800-246-4646,YMCA of Greater New York/Prospect Park,131624228,718-768-7100,20K200,PS 200 BENSON SCHOOL (K200),1940,BENSON AVENUE,Brooklyn,11214,School,150,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,150,Yes,Yes,Yes,OST - YMCA of Greater NY/Prospect Park,1940 Benson Avenue,"Brooklyn, NY 11214"
