"","GEOID","Adjusted.Grade","New.","Other.Location.Code.in.LCGMS","School.Name","SED.Code","Location.Code","District","Latitude","Longitude","Address..Full.","City","Zip","Grades","Grade.Low","Grade.High","Community.School.","Economic.Need.Index","School.Income.Estimate","Percent.ELL","Percent.Asian","Percent.Black","Percent.Hispanic","Percent.Black...Hispanic","Percent.White","Student.Attendance.Rate","Percent.of.Students.Chronically.Absent","Rigorous.Instruction..","Rigorous.Instruction.Rating","Collaborative.Teachers..","Collaborative.Teachers.Rating","Supportive.Environment..","Supportive.Environment.Rating","Effective.School.Leadership..","Effective.School.Leadership.Rating","Strong.Family.Community.Ties..","Strong.Family.Community.Ties.Rating","Trust..","Trust.Rating","Student.Achievement.Rating","Average.ELA.Proficiency","Average.Math.Proficiency","NumOfLibraries","NumOfAfterSchoolProgs","NumOfLowIncomeUnits","SchoolGEOID","MedianHldIncome","IncomeToPovertyRatio","ChildPoverty","CountofSNAPHlds","HealthCoverage"
"1131","36081084500","","","","EAST-WEST SCHOOL OF INTERNATIONAL STUDIES",3.43e+11,"25Q281",25,40.749539,-73.821454,"46-21 COLDEN ST FLUSHING, NY 11355","FLUSHING",11355,"06,07,08,09,10,11,12","6",12,"No","0.54","N/A",0.07,0.67,0.1,0.18,0.28,0.04,"0.98","0.02","0.89","Meeting Target","0.88","Exceeding Target","0.84","Meeting Target","0.85","Meeting Target","0.74","Approaching Target","0.91","Meeting Target","Exceeding Target","2.96","3.39",2,14,1,"360810845003000",25258,1072,27,184,152
"1132","36081084602","","","","P.S. 124 OSMOND A CHURCH",3.43e+11,"27Q124",27,40.665478,-73.811093,"129-15 150TH AVE SOUTH OZONE PARK, NY 11420","SOUTH OZONE PARK",11420,"0K","0K",5,"No","0.51","56649",0.06,0.49,0.22,0.22,0.44,0.02,"0.95","0.14","0.86","Approaching Target","0.87","Meeting Target","0.88","Meeting Target","0.78","Meeting Target","0.8","Approaching Target","0.9","Meeting Target","Meeting Target","2.64","2.86",1,5,0,"360810846021013",59286,199,0,20,35
"1133","36081085500","","","","P.S. 020 JOHN BOWNE",3.43e+11,"25Q020",25,40.758365,-73.824407,"142-30 BARCLAY AVE FLUSHING, NY 11355","FLUSHING",11355,"PK,0K,01,02,03,04,05","PK",5,"No","0.68","38731.69",0.31,0.75,0.03,0.19,0.23,0.01,"0.97","0.07","0.89","Meeting Target","0.89","Meeting Target","0.91","Exceeding Target","0.83","Meeting Target","0.81","Approaching Target","0.93","Meeting Target","Meeting Target","2.66","3.28",3,18,1,"360810855004002",36980,1783,0,176,455
"1134","36081086300","","","","J.H.S. 189 DANIEL CARTER BEARD",3.43e+11,"25Q189",25,40.760344,-73.817909,"144-80 BARCLAY AVE FLUSHING, NY 11355","FLUSHING",11355,"06,07,08","6",8,"No","0.63","N/A",0.24,0.69,0.03,0.25,0.28,0.03,"0.97","0.05","0.94","Meeting Target","0.94","Meeting Target","0.88","Exceeding Target","0.88","Meeting Target","0.69","Approaching Target","0.9","Meeting Target","Meeting Target","2.64","2.98",3,17,1,"360810863004001",38958,1516,157,256,433
"1135","36081088400","","","","P.S. 146 HOWARD BEACH",3.43e+11,"27Q146",27,40.659866,-73.835156,"98-01 159TH AVE HOWARD BEACH, NY 11414","HOWARD BEACH",11414,"PK,0K,01,02,03,04,05,06,07,08","PK",8,"No","0.3","76665.22",0.02,0.03,0.02,0.35,0.37,0.6,"0.94","0.13","0.92","Meeting Target","0.89","Meeting Target","0.88","Meeting Target","0.76","Approaching Target","0.81","Approaching Target","0.9","Meeting Target","Meeting Target","2.7","2.88",1,1,0,"360810884008006",73783,1936,0,39,91
"1136","36081088901","","","","P.S. 214 CADWALLADER COLDEN",3.43e+11,"25Q214",25,40.770194,-73.82762,"31-15 140TH ST FLUSHING, NY 11354","FLUSHING",11354,"PK,0K,01,02,03,04,05","PK",5,"No","0.58","50336.56",0.15,0.65,0.05,0.24,0.3,0.03,"0.96","0.1","0.89","Meeting Target","0.9","Meeting Target","0.95","Meeting Target","0.86","Meeting Target","0.83","Meeting Target","0.92","Meeting Target","Exceeding Target","2.82","3.09",2,15,1,"360810889013003",46038,2956,25,365,933
"1137","36081088901","","","","P.S. 242 LEONARD P. STAVISKY EARLY CHILDHOOD SCHOOL",3.43e+11,"25Q242",25,40.769789,-73.832019,"29-66 137TH ST FLUSHING, NY 11354","FLUSHING",11354,"0K,01,02,03","0K",3,"No","0.52","48735.89",0.28,0.74,0.03,0.15,0.18,0.05,"0.96","0.12","0.93","N/A","0.92","N/A","0.99","N/A","0.7","N/A","0.85","N/A","0.86","N/A","N/A","N/A","N/A",2,15,1,"360810889014001",46038,2956,25,365,933
"1138","36081089200","","","","P.S. 207 ROCKWOOD PARK",3.43e+11,"27Q207",27,40.657832,-73.844039,"159-15 88TH ST HOWARD BEACH, NY 11414","HOWARD BEACH",11414,"PK,0K,01,02,03,04,05,06,07,08","PK",8,"No","0.19","80373.95",0,0.03,0.02,0.19,0.21,0.75,"0.95","0.11","0.91","Meeting Target","0.91","Meeting Target","0.88","Meeting Target","0.82","Meeting Target","0.8","Approaching Target","0.92","Meeting Target","Meeting Target","2.87","3.06",1,1,0,"360810892005004",95625,2113,0,99,87
"1139","36081090700","","","","P.S. 029 QUEENS",3.43e+11,"25Q029",25,40.777987,-73.842975,"125-10 23RD AVE COLLEGE POINT, NY 11356","COLLEGE POINT",11356,"PK,0K,01,02,03,04,05","PK",5,"No","0.58","54307.52",0.26,0.29,0.02,0.57,0.59,0.12,"0.95","0.16","0.95","Meeting Target","0.92","Exceeding Target","0.97","Meeting Target","0.83","Meeting Target","0.82","Approaching Target","0.94","Exceeding Target","Meeting Target","2.55","2.81",1,3,0,"360810907001007",51750,277,6,20,55
"1140","36081092800","","","","P.S./M.S. 114 BELLE HARBOR",3.43e+11,"27Q114",27,40.578277,-73.854294,"134-01 CRONSTON AVE ROCKAWAY PARK, NY 11694","ROCKAWAY PARK",11694,"PK,0K,01,02,03,04,05,06,07,08","PK",8,"No","0.37","95258.88",0,0.01,0.03,0.09,0.11,0.87,"0.94","0.11","0.89","Approaching Target","0.85","Approaching Target","0.91","Meeting Target","0.68","Approaching Target","0.85","Meeting Target","0.84","Meeting Target","Exceeding Target","2.99","3.13",1,0,0,"360810928002012",138158,973,0,0,0
"1141","36081093800","","","","WATERSIDE SCHOOL FOR LEADERSHIP",3.43e+11,"27Q318",27,40.579602,-73.831079,"1-90 BEACH 110TH ST ROCKAWAY PARK, NY 11694","ROCKAWAY PARK",11694,"06,07,08","6",8,"No","0.76","N/A",0.09,0.02,0.55,0.34,0.88,0.08,"0.93","0.26","0.94","Exceeding Target","0.89","Exceeding Target","0.92","Exceeding Target","0.9","Exceeding Target","0.89","Exceeding Target","0.9","Meeting Target","Exceeding Target","2.3","2.16",2,5,1,"360810938003014",58071,905,25,167,64
"1142","36081093800","","","","WATERSIDE CHILDREN'S STUDIO SCHOOL",3.43e+11,"27Q317",27,40.579602,-73.831079,"1-90 BEACH 110TH ST ROCKAWAY PARK, NY 11694","ROCKAWAY PARK",11694,"PK,0K,01,02,03,04,05","PK",5,"No","0.67","54751.44",0.1,0.04,0.24,0.46,0.7,0.22,"0.94","0.17","0.92","Meeting Target","0.97","Exceeding Target","0.94","Exceeding Target","0.95","Exceeding Target","0.89","Exceeding Target","0.97","Exceeding Target","Meeting Target","2.4","2.51",2,5,1,"360810938003014",58071,905,25,167,64
"1143","36081093800","","","","SCHOLARS' ACADEMY",3.43e+11,"27Q323",27,40.58445,-73.82517,"320 BEACH 104TH ST ROCKAWAY PARK, NY 11694","ROCKAWAY PARK",11694,"06,07,08,09,10,11,12","6",12,"No","0.4","N/A",0,0.21,0.19,0.18,0.37,0.41,"0.97","0.05","0.93","Exceeding Target","0.96","Exceeding Target","0.92","Exceeding Target","0.93","Exceeding Target","0.79","Meeting Target","0.95","Exceeding Target","Exceeding Target","3.7","3.85",2,6,5,"360810938003004",58071,905,25,167,64
"1144","36081094201","","","","CHANNEL VIEW SCHOOL FOR RESEARCH",3.43e+11,"27Q262",27,40.586666,-73.823435,"100-00 BEACH CHANNEL DR ROCKAWAY PARK, NY 11694","ROCKAWAY PARK",11694,"06,07,08,09,10,11,12","6",12,"No","0.55","N/A",0.02,0.07,0.49,0.28,0.78,0.13,"0.95","0.14","0.94","Exceeding Target","0.96","Exceeding Target","0.88","Meeting Target","0.9","Exceeding Target","0.77","Meeting Target","0.94","Exceeding Target","Approaching Target","2.63","2.47",3,6,5,"360810942011005",53049,747,0,140,206
"1145","36081094202","","","","P.S. 183 DR. RICHARD R. GREEN",3.43e+11,"27Q183",27,40.588936,-73.805282,"2-45 BEACH 79TH ST ROCKAWAY BEACH, NY 11693","ROCKAWAY BEACH",11693,"PK,0K,01,02,03,04,05,06,07,08","PK",8,"No","0.84","46342.01",0.04,0.03,0.53,0.33,0.87,0.06,"0.9","0.43","0.83","Approaching Target","0.77","Approaching Target","0.82","Approaching Target","0.6","Not Meeting Target","0.79","Approaching Target","0.81","Approaching Target","Approaching Target","2.16","2.08",1,4,5,"360810942021014",40649,1284,53,217,711
"1146","36081094500","","","","P.S. 129 PATRICIA LARKIN",3.43e+11,"25Q129",25,40.789929,-73.839501,"128-02 7TH AVE COLLEGE POINT, NY 11356","COLLEGE POINT",11356,"PK,0K,01,02,03,04,05","PK",5,"No","0.45","62563.19",0.14,0.31,0.02,0.51,0.52,0.15,"0.94","0.16","0.94","Meeting Target","0.97","Exceeding Target","0.97","Exceeding Target","0.94","Exceeding Target","0.85","Meeting Target","0.98","Exceeding Target","Exceeding Target","2.95","3.3",1,1,0,"360810945001033",77227,957,12,55,140
"1147","36081096400","","","","P.S./M.S 042 R. VERNAM",3.43e+11,"27Q042",27,40.594435,-73.794945,"488 BEACH 66TH ST ARVERNE, NY 11692","ARVERNE",11692,"0K,01,02,03,04,05,06,07,08","0K",8,"Yes","0.83","47183.73",0.04,0.01,0.71,0.24,0.95,0.02,"0.88","0.48","0.9","Approaching Target","0.86","Meeting Target","0.9","Approaching Target","0.77","Approaching Target","0.84","Meeting Target","0.89","Meeting Target","Approaching Target","2.03","1.99",1,5,1,"360810964001016",59970,1136,0,118,495
"1148","36081097202","","","","GOLDIE MAPLE ACADEMY",3.43e+11,"27Q333",27,40.591349,-73.786189,"3-65 BEACH 56TH ST ARVERNE, NY 11692","ARVERNE",11692,"PK,0K,01,02,03,04,05,06,07,08","PK",8,"No","0.74","40849.62",0,0.04,0.7,0.18,0.88,0.03,"0.96","0.07","0.94","Meeting Target","0.87","Meeting Target","0.87","Exceeding Target","0.83","Meeting Target","0.81","Approaching Target","0.86","Approaching Target","Meeting Target","2.57","2.62",1,7,0,"360810972021025",32917,670,0,211,463
"1149","36081097203","","","","P.S. 105 THE BAY SCHOOL",3.43e+11,"27Q105",27,40.595904,-73.781257,"420 BEACH 51ST ST FAR ROCKAWAY, NY 11691","FAR ROCKAWAY",11691,"PK,0K,01,02,03,04,05,06,07,08","PK",8,"No","0.9","26636.28",0.04,0.03,0.66,0.28,0.94,0.02,"0.91","0.37","0.85","Approaching Target","0.86","Meeting Target","0.82","Approaching Target","0.76","Approaching Target","0.8","Approaching Target","0.88","Meeting Target","Meeting Target","2.21","2.22",1,7,1,"360810972031005",21014,1705,61,584,1813
"1150","36081098700","","","","P.S. 193 ALFRED J. KENNEDY",3.43e+11,"25Q193",25,40.792326,-73.809516,"152-20 11TH AVE WHITESTONE, NY 11357","WHITESTONE",11357,"PK,0K,01,02,03,04,05","PK",5,"No","0.2","81951.03",0.09,0.24,0.01,0.2,0.21,0.54,"0.95","0.11","0.98","Meeting Target","0.95","Meeting Target","0.99","Meeting Target","0.88","Meeting Target","0.86","Meeting Target","0.93","Meeting Target","Meeting Target","2.83","3.22",1,2,0,"360810987002001",67802,623,0,46,25
"1151","36081099200","","","","LIGHTHOUSE ELEMENTARY SCHOOL",3.43e+11,"27Q106",27,40.594681,-73.767108,"180 BEACH 35TH ST FAR ROCKAWAY, NY 11691","FAR ROCKAWAY",11691,"PK,0K,01,02,03,04,05","PK",5,"No","0.89","30838.56",0.06,0.01,0.67,0.27,0.94,0.02,"0.9","0.43","0.68","Approaching Target","0.62","Approaching Target","0.65","Approaching Target","0.59","Not Meeting Target","0.77","Approaching Target","0.65","Approaching Target","Approaching Target","2.01","2.11",2,10,1,"360810992002013",36318,975,38,326,764
"1152","36081099704","","","","P.S. 169 BAY TERRACE",3.43e+11,"25Q169",25,40.782346,-73.77844,"18-25 212TH ST BAYSIDE, NY 11360","BAYSIDE",11360,"PK,0K,01,02,03,04,05","PK",5,"No","0.22","78377.51",0.04,0.34,0.04,0.2,0.25,0.4,"0.95","0.09","0.97","Exceeding Target","0.98","Exceeding Target","0.95","Exceeding Target","0.92","Exceeding Target","0.88","Meeting Target","0.97","Exceeding Target","Meeting Target","2.9","3.12",1,2,0,"360810997042000",67485,1783,0,121,142
"1153","36081099704","","","","BELL ACADEMY",3.43e+11,"25Q294",25,40.782346,-73.77844,"18-25 212TH ST BAYSIDE, NY 11360","BAYSIDE",11360,"06,07,08","6",8,"No","0.26","N/A",0.02,0.34,0.04,0.27,0.31,0.34,"0.95","0.09","0.92","Exceeding Target","0.9","Exceeding Target","0.83","Meeting Target","0.91","Exceeding Target","0.8","Meeting Target","0.91","Meeting Target","Meeting Target","3.07","3.16",1,2,0,"360810997042000",67485,1783,0,121,142
"1154","36081099801","","","","WAVE PREPARATORY ELEMENTARY SCHOOL",3.43e+11,"27Q362",27,40.599704,-73.758355,"535 BRIAR PL FAR ROCKAWAY, NY 11691","FAR ROCKAWAY",11691,"PK,0K,01,02,03,04,05","PK",5,"No","0.72","54554.87",0.2,0.01,0.42,0.54,0.96,0.01,"0.94","0.2","0.97","Exceeding Target","0.97","Exceeding Target","0.97","Meeting Target","0.95","Exceeding Target","0.88","Meeting Target","0.96","Exceeding Target","N/A","2.34","2.4",2,19,2,"360810998011005",58571,1671,0,355,493
"1155","36081099802","","","","P.S. 043",3.43e+11,"27Q043",27,40.594019,-73.761378,"160 BEACH 29TH ST FAR ROCKAWAY, NY 11691","FAR ROCKAWAY",11691,"PK,0K,01,02,03,04,05,06,07,08","PK",8,"No","0.79","40256.36",0.09,0.04,0.6,0.31,0.91,0.04,"0.91","0.34","0.85","Approaching Target","0.7","Approaching Target","0.83","Approaching Target","0.61","Not Meeting Target","0.76","Not Meeting Target","0.75","Not Meeting Target","Approaching Target","2.24","2.31",2,14,1,"360810998021007",32754,1125,0,350,432
"1156","36081100801","","","","P.S. 104 THE BAYS WATER",3.43e+11,"27Q104",27,40.608307,-73.76471,"26-01 MOTT AVE FAR ROCKAWAY, NY 11691","FAR ROCKAWAY",11691,"PK,0K,01,02,03,04,05,06","PK",6,"No","0.79",NA,0.1,0.04,0.48,0.41,0.9,0.05,"0.92","0.32","0.96","Exceeding Target","0.97","Exceeding Target","0.96","Meeting Target","0.92","Exceeding Target","0.88","Meeting Target","0.98","Exceeding Target","Approaching Target","2.19","2.35",2,10,1,"360811008011005",79375,476,45,76,170
"1157","36081100802","","","","ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL",3.43e+11,"27Q309",27,40.601532,-73.763979,"8-21 BAY 25TH ST FAR ROCKAWAY, NY 11691","FAR ROCKAWAY",11691,"06,07,08,09,10,11,12","6",12,"No","0.67","N/A",0.13,0.08,0.43,0.42,0.85,0.04,"0.93","0.2","0.79","Meeting Target","0.85","Exceeding Target","0.84","Meeting Target","0.78","Meeting Target","0.73","Approaching Target","0.88","Meeting Target","Meeting Target","2.29","2.17",2,15,1,"360811008023004",56734,2123,42,447,1113
"1158","36081100802","","","","KNOWLEDGE AND POWER PREPARATORY ACADEMY VI",3.43e+11,"27Q282",27,40.601532,-73.763979,"8-21 BAY 25TH ST FAR ROCKAWAY, NY 11691","FAR ROCKAWAY",11691,"06,07,08","6",8,"No","0.6","N/A",0.07,0.05,0.57,0.35,0.92,0.03,"0.98","0.01","0.78","Meeting Target","0.74","Meeting Target","0.87","Exceeding Target","0.66","Approaching Target","0.83","Meeting Target","0.84","Meeting Target","Meeting Target","2.64","2.47",2,15,1,"360811008023004",56734,2123,42,447,1113
"1159","36081100802","","","","CHALLENGE PREPARATORY CHARTER SCHOOL",3.43e+11,"84Q340",27,40.600208,-73.763868,"710 HARTMAN LANE FAR ROCKAWAY, NY 11691","FAR ROCKAWAY",11691,"0K,01,02,03,04,05,06,07,08","0K",8,"No","0.7","44037.44",0.04,0.02,0.8,0.14,0.94,0.03,"0.94","0.17","0.78","Not Meeting Target","0.74","Approaching Target","0.85","Meeting Target","0.58","Not Meeting Target","0.86","Meeting Target","0.78","Approaching Target","Meeting Target","2.66","3.05",2,15,1,"360811008023007",56734,2123,42,447,1113
"1160","36081101001","","","","PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL",3.43e+11,"84Q170",27,40.600739,-73.752014,"611 BEACH 19TH ST FAR ROCKAWAY, NY 11691","FAR ROCKAWAY",11691,"0K,01,02,03,04,05","0K",5,"No","0.67","42756.06",0.05,0.03,0.68,0.23,0.92,0.04,"0.95","0.16","0.9","Meeting Target","0.89","Meeting Target","0.93","Meeting Target","0.78","Meeting Target","0.93","Exceeding Target","0.91","Meeting Target","Approaching Target","2.53","2.6",2,16,2,"360811010011000",27222,2108,177,666,1512
"1161","36081101002","","","","P.S. 197 THE OCEAN SCHOOL",3.43e+11,"27Q197",27,40.599988,-73.743995,"825 HICKSVILLE RD FAR ROCKAWAY, NY 11691","FAR ROCKAWAY",11691,"PK,0K,01,02,03,04,05,06","PK",5,"Yes","0.76","31666.48",0.18,0.02,0.54,0.4,0.93,0.04,"0.91","0.33","0.92","Approaching Target","0.89","Meeting Target","0.89","Approaching Target","0.83","Meeting Target","0.91","Exceeding Target","0.93","Meeting Target","Approaching Target","2.06","2.22",2,12,1,"360811010021019",32778,719,9,151,239
"1162","36081101700","","","","P.S. 184 FLUSHING MANOR",3.43e+11,"25Q184",25,40.778164,-73.799841,"163-15 21ST RD WHITESTONE, NY 11357","WHITESTONE",11357,"PK,0K,01,02,03,04,05","PK",5,"No","0.24","66656.2",0.08,0.37,0,0.15,0.15,0.46,"0.97","0.05","0.98","Exceeding Target","0.98","Exceeding Target","0.99","Exceeding Target","0.94","Exceeding Target","0.87","Meeting Target","0.99","Exceeding Target","Meeting Target","2.94","3.27",2,1,0,"360811017003012",68295,1715,21,32,30
"1163","36081101700","","","","P.S. 209 CLEARVIEW GARDENS",3.43e+11,"25Q209",25,40.783714,-73.795027,"16-10 UTOPIA PKWY WHITESTONE, NY 11357","WHITESTONE",11357,"PK,0K,01,02,03,04,05","PK",5,"No","0.2","64911.92",0.04,0.41,0.01,0.17,0.17,0.39,"0.97","0.04","0.95","Exceeding Target","0.98","Exceeding Target","0.97","Exceeding Target","0.91","Exceeding Target","0.84","Meeting Target","0.96","Exceeding Target","Meeting Target","3.13","3.53",3,4,0,"360811017006008",68295,1715,21,32,30
"1164","36081102900","","","","J.H.S. 194 WILLIAM CARR",3.43e+11,"25Q194",25,40.78322,-73.806977,"154-60 17TH AVE WHITESTONE, NY 11357","WHITESTONE",11357,"06,07,08","6",8,"No","0.34","N/A",0.07,0.35,0.02,0.29,0.31,0.33,"0.95","0.12","0.86","Meeting Target","0.84","Exceeding Target","0.82","Meeting Target","0.77","Approaching Target","0.75","Approaching Target","0.87","Meeting Target","Approaching Target","2.87","3.07",2,3,0,"360811029001021",64167,916,23,86,86
"1165","36081103202","","","","P.S. 253",3.43e+11,"27Q253",27,40.607296,-73.748812,"1307 CENTRAL AVE FAR ROCKAWAY, NY 11691","FAR ROCKAWAY",11691,"PK,0K,01,02,03,04,05","PK",5,"No","0.77",NA,0.27,0.02,0.35,0.58,0.93,0.03,"0.94","0.2","0.9","Meeting Target","0.87","Meeting Target","0.92","Meeting Target","0.75","Approaching Target","0.83","Approaching Target","0.9","Meeting Target","Meeting Target","2.29","2.57",2,12,1,"360811032023001",56898,1531,128,278,800
"1166","36081103202","","","","VILLAGE ACADEMY",3.43e+11,"27Q319",27,40.603951,-73.749868,"10-45 NAMEOKE ST FAR ROCKAWAY, NY 11691","FAR ROCKAWAY",11691,"06,07,08","6",8,"No","0.75","N/A",0.19,0.01,0.64,0.33,0.97,0.01,"0.93","0.26","0.95","Exceeding Target","0.95","Exceeding Target","0.92","Meeting Target","0.94","Exceeding Target","0.86","Exceeding Target","0.96","Exceeding Target","Meeting Target","2.16","2.18",2,16,1,"360811032024002",56898,1531,128,278,800
"1167","36081103202","","","","M.S. 053 BRIAN PICCOLO",3.43e+11,"27Q053",27,40.603951,-73.749868,"10-45 NAMEOKE ST FAR ROCKAWAY, NY 11691","FAR ROCKAWAY",11691,"06,07,08","6",8,"Yes","0.74","N/A",0.15,0.01,0.61,0.37,0.97,0.01,"0.9","0.37","0.88","Meeting Target","0.86","Meeting Target","0.88","Meeting Target","0.76","Approaching Target","0.76","Approaching Target","0.89","Meeting Target","Meeting Target","2.14","2.03",2,16,1,"360811032024002",56898,1531,128,278,800
"1168","36081103900","","","","P.S. 079 FRANCIS LEWIS",3.43e+11,"25Q079",25,40.785959,-73.817349,"147-27 15TH DR WHITESTONE, NY 11357","WHITESTONE",11357,"PK,0K,01,02,03,04,05","PK",5,"No","0.27","69293.52",0.07,0.44,0.01,0.2,0.21,0.33,"0.96","0.09","0.96","Meeting Target","0.97","Meeting Target","0.99","Meeting Target","0.91","Exceeding Target","0.85","Meeting Target","0.97","Exceeding Target","Meeting Target","3","3.4",1,3,0,"360811039003009",75938,1657,0,241,26
"1169","36081104700","","","","J.H.S. 185 EDWARD BLEEKER",3.43e+11,"25Q185",25,40.775122,-73.8185,"147-26 25TH DR FLUSHING, NY 11354","FLUSHING",11354,"06,07,08","6",8,"No","0.44","N/A",0.1,0.55,0.04,0.29,0.32,0.12,"0.96","0.1","0.89","Meeting Target","0.92","Exceeding Target","0.87","Meeting Target","0.87","Meeting Target","0.71","Approaching Target","0.93","Meeting Target","Meeting Target","2.92","3.29",2,8,0,"360811047002003",51592,1782,0,145,221
"1170","36081104700","","","","P.S. 021 EDWARD HART",3.43e+11,"25Q021",25,40.774168,-73.818543,"147-36 26TH AVE FLUSHING, NY 11354","FLUSHING",11354,"PK,0K,01,02,03,04,05","PK",5,"No","0.48","56414.94",0.19,0.62,0.01,0.29,0.3,0.07,"0.96","0.08","0.9","Exceeding Target","0.94","Exceeding Target","0.94","Exceeding Target","0.87","Exceeding Target","0.82","Meeting Target","0.95","Exceeding Target","Exceeding Target","2.96","3.28",2,11,0,"360811047002004",51592,1782,0,145,221
"1171","36081107201","","","","P.S. 047 CHRIS GALAS",3.43e+11,"27Q047",27,40.606725,-73.820179,"9 POWER RD BROAD CHANNEL, NY 11693","BROAD CHANNEL",11693,"PK,0K,01,02,03,04,05,06,07,08,SE","PK",8,"No","0.3","67021.51",0.01,0,0.02,0.15,0.17,0.83,"0.94","0.14","0.95","Exceeding Target","0.95","Exceeding Target","0.92","Exceeding Target","0.86","Meeting Target","0.88","Meeting Target","0.96","Exceeding Target","Exceeding Target","2.97","3.21",1,0,0,"360811072011031",77958,559,25,34,102
"1172","36081109700","","","","P.S. 041 CROCHERON",3.43e+11,"26Q041",26,40.770056,-73.771085,"214-43 35TH AVE BAYSIDE, NY 11361","BAYSIDE",11361,"0K,01,02,03,04,05","0K",5,"No","0.22","82681.69",0.05,0.45,0.02,0.19,0.21,0.31,"0.97","0.06","0.96","Exceeding Target","0.98","Exceeding Target","0.99","Exceeding Target","0.96","Exceeding Target","0.91","Exceeding Target","0.99","Exceeding Target","Meeting Target","3.1","3.54",2,4,0,"360811097002006",95139,399,0,21,29
"1173","36081109900","","","","P.S. 159",3.43e+11,"26Q159",26,40.770092,-73.783977,"205-01 33RD AVE BAYSIDE, NY 11361","BAYSIDE",11361,"PK,0K,01,02,03,04,05","PK",5,"No","0.32","72313.94",0.14,0.52,0.02,0.18,0.2,0.27,"0.97","0.05","0.97","Exceeding Target","0.95","Exceeding Target","0.97","Exceeding Target","0.9","Exceeding Target","0.86","Meeting Target","0.93","Meeting Target","Exceeding Target","3.17","3.48",3,3,0,"360811099001001",74300,938,13,56,57
"1174","36081111300","","","","P.S. 046 ALLEY POND",3.43e+11,"26Q046",26,40.764889,-73.764926,"64-45 218TH ST BAYSIDE, NY 11361","BAYSIDE",11361,"0K,01,02,03,04,05","0K",5,"No","0.33","67071.34",0.08,0.61,0.05,0.14,0.18,0.18,"0.97","0.07","0.95","Exceeding Target","0.97","Exceeding Target","0.97","Exceeding Target","0.96","Exceeding Target","0.86","Meeting Target","0.98","Exceeding Target","Exceeding Target","3.03","3.56",1,2,0,"360811113002009",80694,548,0,27,59
"1175","36081112300","","","","P.S. 205 ALEXANDER GRAHAM BELL",3.43e+11,"26Q205",26,40.764001,-73.771162,"75-25 BELL BLVD BAYSIDE, NY 11361","BAYSIDE",11361,"PK,0K,01,02,03,04,05","PK",5,"No","0.2","74068.09",0.05,0.39,0.02,0.22,0.23,0.34,"0.97","0.04","0.94","Meeting Target","0.91","Meeting Target","0.99","Exceeding Target","0.84","Meeting Target","0.9","Exceeding Target","0.91","Meeting Target","Exceeding Target","3.32","3.73",2,3,0,"360811123002010",81500,435,0,53,28
"1176","36081113900","","","","WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL",3.43e+11,"25Q285",25,40.765017,-73.789689,"34-65 192ND ST FLUSHING, NY 11358","FLUSHING",11358,"06,07,08,09,10,11,12","6",12,"No","0.29","N/A",0.01,0.18,0.05,0.26,0.31,0.5,"0.95","0.11","0.92","Exceeding Target","0.92","Exceeding Target","0.83","Meeting Target","0.85","Meeting Target","0.76","Approaching Target","0.91","Meeting Target","Meeting Target","2.84","2.87",2,1,0,"360811139001010",60655,831,0,100,123
"1177","36081113900","","","","I.S. 025 ADRIEN BLOCK",3.43e+11,"25Q025",25,40.765017,-73.789689,"34-65 192ND ST FLUSHING, NY 11358","FLUSHING",11358,"06,07,08","6",8,"No","0.34","N/A",0.1,0.5,0.01,0.24,0.25,0.24,"0.97","0.06","0.87","Approaching Target","0.85","Meeting Target","0.85","Meeting Target","0.75","Approaching Target","0.69","Not Meeting Target","0.87","Meeting Target","Meeting Target","2.95","3.23",2,1,0,"360811139001010",60655,831,0,100,123
"1178","36081114100","","","","P.S. 032 STATE STREET",3.43e+11,"25Q032",25,40.76501,-73.794319,"171-11 35TH AVE FLUSHING, NY 11358","FLUSHING",11358,"PK,0K,01,02,03,04,05","PK",5,"No","0.41","58764.47",0.13,0.66,0.01,0.19,0.2,0.12,"0.97","0.07","0.94","Exceeding Target","0.97","Exceeding Target","0.95","Exceeding Target","0.94","Exceeding Target","0.88","Meeting Target","0.98","Exceeding Target","Meeting Target","3.08","3.58",3,2,0,"360811141002011",115375,687,0,22,9
"1179","36081116700","","","","P.S. 022 THOMAS JEFFERSON",3.43e+11,"25Q022",25,40.761748,-73.811379,"153-33 SANFORD AVE FLUSHING, NY 11355","FLUSHING",11355,"PK,0K,01,02,03,04,05","PK",5,"No","0.61","49884.66",0.45,0.6,0,0.36,0.36,0.03,"0.97","0.09","0.93","Exceeding Target","0.91","Exceeding Target","0.94","Exceeding Target","0.87","Meeting Target","0.84","Meeting Target","0.93","Meeting Target","Exceeding Target","2.83","3.34",3,11,0,"360811167001009",30662,398,20,45,112
