Adjusted Grade,New?,Other Location Code in LCGMS,School Name,SED Code,Location Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Grade Low,Grade High,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,Collaborative Teachers %,Collaborative Teachers Rating,Supportive Environment %,Supportive Environment Rating,Effective School Leadership %,Effective School Leadership Rating,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Trust %,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency
,,,P.S. 124 OSMOND A CHURCH,3.43E+11,27Q124,27,40.665478,-73.811093,"129-15 150TH AVE SOUTH OZONE PARK, NY 11420",SOUTH OZONE PARK,11420,0K,0K,5,No,0.51,56649,0.06,0.49,0.22,0.22,0.44,0.02,0.95,0.14,0.86,Approaching Target,0.87,Meeting Target,0.88,Meeting Target,0.78,Meeting Target,0.8,Approaching Target,0.9,Meeting Target,Meeting Target,2.64,2.86
,,,M.S. 137 AMERICA'S SCHOOL OF HEROES,3.43E+11,27Q137,27,40.67807,-73.839652,"109-15 98TH ST OZONE PARK, NY 11417",OZONE PARK,11417,"06,07,08",6,8,No,0.54,N/A,0.09,0.54,0.05,0.32,0.37,0.02,0.93,0.24,0.91,Meeting Target,0.88,Approaching Target,0.82,Approaching Target,0.82,Meeting Target,0.74,Approaching Target,0.9,Meeting Target,Meeting Target,2.68,2.81
,,,P.S. 146 HOWARD BEACH,3.43E+11,27Q146,27,40.659866,-73.835156,"98-01 159TH AVE HOWARD BEACH, NY 11414",HOWARD BEACH,11414,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.3,76665.22,0.02,0.03,0.02,0.35,0.37,0.6,0.94,0.13,0.92,Meeting Target,0.89,Meeting Target,0.88,Meeting Target,0.76,Approaching Target,0.81,Approaching Target,0.9,Meeting Target,Meeting Target,2.7,2.88
,,,P.S. 155,3.43E+11,27Q155,27,40.679531,-73.810685,"130-02 115TH AVE SOUTH OZONE PARK, NY 11420",SOUTH OZONE PARK,11420,"PK,0K,01,02,03,04,05",PK,5,No,0.59,56302.19,0.07,0.33,0.26,0.19,0.45,0.02,0.95,0.14,0.93,Meeting Target,0.94,Exceeding Target,0.94,Exceeding Target,0.82,Meeting Target,0.82,Approaching Target,0.96,Exceeding Target,Meeting Target,2.66,2.79
,,,P.S. 183 DR. RICHARD R. GREEN,3.43E+11,27Q183,27,40.588936,-73.805282,"2-45 BEACH 79TH ST ROCKAWAY BEACH, NY 11693",ROCKAWAY BEACH,11693,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.84,46342.01,0.04,0.03,0.53,0.33,0.87,0.06,0.9,0.43,0.83,Approaching Target,0.77,Approaching Target,0.82,Approaching Target,0.6,Not Meeting Target,0.79,Approaching Target,0.81,Approaching Target,Approaching Target,2.16,2.08
,,,P.S. 197 THE OCEAN SCHOOL,3.43E+11,27Q197,27,40.599988,-73.743995,"825 HICKSVILLE RD FAR ROCKAWAY, NY 11691",FAR ROCKAWAY,11691,"PK,0K,01,02,03,04,05,06",PK,5,Yes,0.76,31666.48,0.18,0.02,0.54,0.4,0.93,0.04,0.91,0.33,0.92,Approaching Target,0.89,Meeting Target,0.89,Approaching Target,0.83,Meeting Target,0.91,Exceeding Target,0.93,Meeting Target,Approaching Target,2.06,2.22
,,,J.H.S. 202 ROBERT H. GODDARD,3.43E+11,27Q202,27,40.670886,-73.845674,"138-30 LAFAYETTE ST OZONE PARK, NY 11417",OZONE PARK,11417,"06,07,08",6,8,No,0.59,N/A,0.08,0.34,0.07,0.48,0.55,0.08,0.95,0.14,0.92,Meeting Target,0.94,Exceeding Target,0.85,Meeting Target,0.89,Meeting Target,0.73,Approaching Target,0.92,Meeting Target,Meeting Target,2.63,2.63
,,,P.S. 207 ROCKWOOD PARK,3.43E+11,27Q207,27,40.657832,-73.844039,"159-15 88TH ST HOWARD BEACH, NY 11414",HOWARD BEACH,11414,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.19,80373.95,0,0.03,0.02,0.19,0.21,0.75,0.95,0.11,0.91,Meeting Target,0.91,Meeting Target,0.88,Meeting Target,0.82,Meeting Target,0.8,Approaching Target,0.92,Meeting Target,Meeting Target,2.87,3.06
,,,J.H.S. 210 ELIZABETH BLACKWELL,3.43E+11,27Q210,27,40.684802,-73.847569,"93-11 101ST AVE OZONE PARK, NY 11416",OZONE PARK,11416,"06,07,08",6,8,No,0.6,N/A,0.13,0.28,0.06,0.61,0.67,0.03,0.93,0.23,0.86,Meeting Target,0.87,Exceeding Target,0.82,Approaching Target,0.76,Approaching Target,0.75,Approaching Target,0.89,Meeting Target,Meeting Target,2.58,2.67
,,,P.S. 223 LYNDON B. JOHNSON,3.43E+11,27Q223,27,40.674555,-73.790212,"125-20 SUTPHIN BLVD JAMAICA, NY 11436",JAMAICA,11436,"PK,0K,01,02,03,04,05",PK,5,No,0.68,59616.97,0.04,0.08,0.67,0.16,0.83,0.01,0.93,0.22,0.86,Meeting Target,0.89,Meeting Target,0.92,Meeting Target,0.79,Meeting Target,0.85,Meeting Target,0.92,Meeting Target,Meeting Target,2.45,2.52
,,,J.H.S. 226 VIRGIL I. GRISSOM,3.43E+11,27Q226,27,40.675063,-73.816692,"121-10 ROCKAWAY BLVD SOUTH OZONE PARK, NY 11420",SOUTH OZONE PARK,11420,"06,07,08",6,8,No,0.55,N/A,0.06,0.24,0.39,0.16,0.55,0.01,0.93,0.21,0.81,Meeting Target,0.71,Approaching Target,0.82,Meeting Target,0.55,Not Meeting Target,0.7,Not Meeting Target,0.79,Approaching Target,Meeting Target,2.37,2.34
,,,P.S. 232 LINDENWOOD,3.43E+11,27Q232,27,40.66585,-73.851027,"153-23 83RD ST HOWARD BEACH, NY 11414",HOWARD BEACH,11414,"0K,01,02,03,04,05,06,07,08",0K,8,No,0.37,59294.44,0.03,0.11,0.09,0.41,0.5,0.37,0.95,0.14,0.93,Exceeding Target,0.91,Exceeding Target,0.93,Exceeding Target,0.84,Meeting Target,0.8,Approaching Target,0.93,Meeting Target,Meeting Target,2.87,2.97
,,,P.S. 253,3.43E+11,27Q253,27,40.607296,-73.748812,"1307 CENTRAL AVE FAR ROCKAWAY, NY 11691",FAR ROCKAWAY,11691,"PK,0K,01,02,03,04,05",PK,5,No,0.77,NA,0.27,0.02,0.35,0.58,0.93,0.03,0.94,0.2,0.9,Meeting Target,0.87,Meeting Target,0.92,Meeting Target,0.75,Approaching Target,0.83,Approaching Target,0.9,Meeting Target,Meeting Target,2.29,2.57
,,,P.S. 254 - THE ROSA PARKS SCHOOL,3.43E+11,27Q254,27,40.697177,-73.847866,"84-40 101ST ST RICHMOND HILL, NY 11418",RICHMOND HILL,11418,"PK,0K,01,02,03,04,05",PK,5,No,0.6,64137.83,0.1,0.12,0.05,0.75,0.8,0.06,0.95,0.14,0.98,Exceeding Target,0.92,Exceeding Target,0.99,Exceeding Target,0.9,Exceeding Target,0.82,Meeting Target,0.93,Meeting Target,Exceeding Target,2.83,3.32
,,,CHANNEL VIEW SCHOOL FOR RESEARCH,3.43E+11,27Q262,27,40.586666,-73.823435,"100-00 BEACH CHANNEL DR ROCKAWAY PARK, NY 11694",ROCKAWAY PARK,11694,"06,07,08,09,10,11,12",6,12,No,0.55,N/A,0.02,0.07,0.49,0.28,0.78,0.13,0.95,0.14,0.94,Exceeding Target,0.96,Exceeding Target,0.88,Meeting Target,0.9,Exceeding Target,0.77,Meeting Target,0.94,Exceeding Target,Approaching Target,2.63,2.47
,,,P.S. 273,3.43E+11,27Q273,27,40.693524,-73.844578,"88-07 102ND ST RICHMOND HILL, NY 11418",RICHMOND HILL,11418,"0K,01,02,03,04,05",0K,5,No,0.62,61077.4,0.11,0.16,0.09,0.68,0.77,0.04,0.94,0.18,0.93,Meeting Target,0.91,Exceeding Target,0.96,Exceeding Target,0.9,Exceeding Target,0.88,Meeting Target,0.95,Exceeding Target,N/A,2.56,2.78
,,,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,3.43E+11,27Q282,27,40.601532,-73.763979,"8-21 BAY 25TH ST FAR ROCKAWAY, NY 11691",FAR ROCKAWAY,11691,"06,07,08",6,8,No,0.6,N/A,0.07,0.05,0.57,0.35,0.92,0.03,0.98,0.01,0.78,Meeting Target,0.74,Meeting Target,0.87,Exceeding Target,0.66,Approaching Target,0.83,Meeting Target,0.84,Meeting Target,Meeting Target,2.64,2.47
,,,HAWTREE CREEK MIDDLE SCHOOL,3.43E+11,27Q297,27,40.675063,-73.816692,"121-10 ROCKAWAY BLVD SOUTH OZONE PARK, NY 11420",SOUTH OZONE PARK,11420,"06,07,08",6,8,No,0.5,N/A,0.04,0.24,0.45,0.21,0.66,0.02,0.95,0.11,0.9,Exceeding Target,0.95,Exceeding Target,0.95,Exceeding Target,0.91,Exceeding Target,0.85,Exceeding Target,0.97,Exceeding Target,Meeting Target,2.48,2.46
,,,NEW YORK CITY ACADEMY FOR DISCOVERY,3.43E+11,27Q306,27,40.69146,-73.848566,"95-16 89TH AVE WOODHAVEN, NY 11421",WOODHAVEN,11421,"PK,0K,01,02,03,04,05",PK,5,No,0.6,63762.87,0.13,0.16,0.05,0.69,0.74,0.04,0.94,0.15,0.91,Meeting Target,0.86,Exceeding Target,0.91,Meeting Target,0.77,Approaching Target,0.86,Meeting Target,0.79,Approaching Target,Approaching Target,2.43,2.72
,,,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,3.43E+11,27Q309,27,40.601532,-73.763979,"8-21 BAY 25TH ST FAR ROCKAWAY, NY 11691",FAR ROCKAWAY,11691,"06,07,08,09,10,11,12",6,12,No,0.67,N/A,0.13,0.08,0.43,0.42,0.85,0.04,0.93,0.2,0.79,Meeting Target,0.85,Exceeding Target,0.84,Meeting Target,0.78,Meeting Target,0.73,Approaching Target,0.88,Meeting Target,Meeting Target,2.29,2.17
,,,WATERSIDE CHILDREN'S STUDIO SCHOOL,3.43E+11,27Q317,27,40.579602,-73.831079,"1-90 BEACH 110TH ST ROCKAWAY PARK, NY 11694",ROCKAWAY PARK,11694,"PK,0K,01,02,03,04,05",PK,5,No,0.67,54751.44,0.1,0.04,0.24,0.46,0.7,0.22,0.94,0.17,0.92,Meeting Target,0.97,Exceeding Target,0.94,Exceeding Target,0.95,Exceeding Target,0.89,Exceeding Target,0.97,Exceeding Target,Meeting Target,2.4,2.51
,,,WATERSIDE SCHOOL FOR LEADERSHIP,3.43E+11,27Q318,27,40.579602,-73.831079,"1-90 BEACH 110TH ST ROCKAWAY PARK, NY 11694",ROCKAWAY PARK,11694,"06,07,08",6,8,No,0.76,N/A,0.09,0.02,0.55,0.34,0.88,0.08,0.93,0.26,0.94,Exceeding Target,0.89,Exceeding Target,0.92,Exceeding Target,0.9,Exceeding Target,0.89,Exceeding Target,0.9,Meeting Target,Exceeding Target,2.3,2.16
,,,VILLAGE ACADEMY,3.43E+11,27Q319,27,40.603951,-73.749868,"10-45 NAMEOKE ST FAR ROCKAWAY, NY 11691",FAR ROCKAWAY,11691,"06,07,08",6,8,No,0.75,N/A,0.19,0.01,0.64,0.33,0.97,0.01,0.93,0.26,0.95,Exceeding Target,0.95,Exceeding Target,0.92,Meeting Target,0.94,Exceeding Target,0.86,Exceeding Target,0.96,Exceeding Target,Meeting Target,2.16,2.18
,,,SCHOLARS' ACADEMY,3.43E+11,27Q323,27,40.58445,-73.82517,"320 BEACH 104TH ST ROCKAWAY PARK, NY 11694",ROCKAWAY PARK,11694,"06,07,08,09,10,11,12",6,12,No,0.4,N/A,0,0.21,0.19,0.18,0.37,0.41,0.97,0.05,0.93,Exceeding Target,0.96,Exceeding Target,0.92,Exceeding Target,0.93,Exceeding Target,0.79,Meeting Target,0.95,Exceeding Target,Exceeding Target,3.7,3.85
,,,GOLDIE MAPLE ACADEMY,3.43E+11,27Q333,27,40.591349,-73.786189,"3-65 BEACH 56TH ST ARVERNE, NY 11692",ARVERNE,11692,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.74,40849.62,0,0.04,0.7,0.18,0.88,0.03,0.96,0.07,0.94,Meeting Target,0.87,Meeting Target,0.87,Exceeding Target,0.83,Meeting Target,0.81,Approaching Target,0.86,Approaching Target,Meeting Target,2.57,2.62
,,,WAVE PREPARATORY ELEMENTARY SCHOOL,3.43E+11,27Q362,27,40.599704,-73.758355,"535 BRIAR PL FAR ROCKAWAY, NY 11691",FAR ROCKAWAY,11691,"PK,0K,01,02,03,04,05",PK,5,No,0.72,54554.87,0.2,0.01,0.42,0.54,0.96,0.01,0.94,0.2,0.97,Exceeding Target,0.97,Exceeding Target,0.97,Meeting Target,0.95,Exceeding Target,0.88,Meeting Target,0.96,Exceeding Target,N/A,2.34,2.4
,,,J.H.S. 008 RICHARD S. GROSSLEY,3.43E+11,28Q008,28,40.696913,-73.786396,"108-35 167TH ST JAMAICA, NY 11433",JAMAICA,11433,"06,07,08",6,8,Yes,0.69,N/A,0.13,0.12,0.55,0.21,0.77,0.01,0.9,0.36,0.88,Approaching Target,0.9,Approaching Target,0.83,Approaching Target,0.74,Approaching Target,0.75,Approaching Target,0.87,Meeting Target,Meeting Target,2.21,2.14
,,,P.S. 040 SAMUEL HUNTINGTON,3.43E+11,28Q040,28,40.693996,-73.790818,"109-20 UNION HALL ST JAMAICA, NY 11433",JAMAICA,11433,"PK,0K,01,02,03,04,05,06",PK,6,No,0.81,45600.71,0.05,0.11,0.59,0.23,0.82,0.05,0.91,0.33,0.96,Meeting Target,0.91,Meeting Target,0.88,Meeting Target,0.89,Exceeding Target,0.88,Meeting Target,0.91,Meeting Target,Approaching Target,2.26,2.38
,,,P.S. 048 WILLIAM WORDSWORTH,3.43E+11,28Q048,28,40.693571,-73.796189,"108-29 155TH ST JAMAICA, NY 11433",JAMAICA,11433,"PK,0K,01,02,03,04,05",PK,5,No,0.78,43937.09,0.07,0.13,0.65,0.17,0.82,0.01,0.93,0.27,0.92,Meeting Target,0.91,Meeting Target,0.92,Meeting Target,0.86,Meeting Target,0.87,Meeting Target,0.94,Meeting Target,Exceeding Target,2.53,2.53
,,,P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL,3.43E+11,28Q050,28,40.694854,-73.806837,"143-26 101ST AVE JAMAICA, NY 11435",JAMAICA,11435,"PK,0K,01,02,03,04,05,06",PK,6,No,0.67,47310.72,0.14,0.19,0.22,0.45,0.67,0.02,0.93,0.24,0.93,Meeting Target,0.84,Meeting Target,0.9,Meeting Target,0.8,Meeting Target,0.84,Meeting Target,0.89,Meeting Target,Meeting Target,2.55,2.76
,,,P.S. 054 HILLSIDE,3.43E+11,28Q054,28,40.702681,-73.824185,"86-02 127TH ST RICHMOND HILL, NY 11418",RICHMOND HILL,11418,"0K,01,02,03,04,05",0K,5,No,0.65,58469.02,0.26,0.34,0.09,0.5,0.59,0.02,0.93,0.23,0.98,Exceeding Target,0.94,Exceeding Target,0.98,Meeting Target,0.85,Meeting Target,0.84,Meeting Target,0.92,Meeting Target,Approaching Target,2.35,2.7
,,,P.S. 055 MAURE,3.43E+11,28Q055,28,40.6936,-73.816147,"131-10 97TH AVE RICHMOND HILL, NY 11418",RICHMOND HILL,11418,"PK,0K,01,02,03,04,05,06",PK,6,No,0.54,59385.59,0.1,0.53,0.09,0.23,0.33,0.01,0.94,0.22,0.92,Meeting Target,0.92,Meeting Target,0.96,Meeting Target,0.87,Meeting Target,0.81,Approaching Target,0.96,Exceeding Target,Meeting Target,2.65,2.84
,,,CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,3.43E+11,28Q072,28,40.675061,-73.77561,"133-25 GUY R BREWER BLVD JAMAICA, NY 11434",JAMAICA,11434,"06,07,08",6,8,No,0.61,N/A,0.06,0.12,0.72,0.12,0.83,0,0.89,0.4,0.78,Approaching Target,0.79,Approaching Target,0.73,Approaching Target,0.72,Approaching Target,0.73,Approaching Target,0.82,Approaching Target,Meeting Target,2.27,2.21
,,,P.S. 80 THE THURGOOD MARSHALL MAGNET SCHOOL OF MULTIMEDIA AND COMMUNICATION,3.43E+11,28Q080,28,40.673264,-73.769014,"171-05 137TH AVE JAMAICA, NY 11434",JAMAICA,11434,"0K,01,02,03,04,05",0K,5,No,0.56,57296.31,0.02,0.02,0.86,0.09,0.94,0.01,0.94,0.22,0.9,Meeting Target,0.75,Approaching Target,0.78,Approaching Target,0.67,Approaching Target,0.85,Meeting Target,0.8,Approaching Target,Meeting Target,2.26,2.45
,,,P.S. 082 HAMMOND,3.43E+11,28Q082,28,40.704103,-73.811784,"88-02 144TH ST JAMAICA, NY 11435",JAMAICA,11435,"PK,0K,01,02,03,04,05",PK,5,No,0.71,41107.67,0.3,0.27,0.06,0.64,0.7,0.02,0.94,0.17,0.86,Meeting Target,0.77,Approaching Target,0.89,Meeting Target,0.61,Not Meeting Target,0.78,Approaching Target,0.8,Approaching Target,Approaching Target,2.34,2.42
,,,P.S. Q086,3.43E+11,28Q086,28,40.709456,-73.803563,"87-41 PARSONS BLVD JAMAICA, NY 11432",JAMAICA,11432,"03,04,05,06",3,6,No,0.69,46500.62,0.32,0.5,0.09,0.34,0.42,0.04,0.94,0.18,0.92,Approaching Target,0.9,Exceeding Target,0.96,Meeting Target,0.81,Meeting Target,0.86,Meeting Target,0.93,Meeting Target,Meeting Target,2.6,2.91
,,,P.S. 099 KEW GARDENS,3.43E+11,28Q099,28,40.711486,-73.827742,"82-37 KEW GARDENS RD KEW GARDENS, NY 11415",KEW GARDENS,11415,"0K,01,02,03,04,05,06",0K,6,No,0.47,63599.76,0.11,0.22,0.06,0.4,0.47,0.28,0.95,0.1,0.94,Meeting Target,0.95,Exceeding Target,0.9,Exceeding Target,0.89,Exceeding Target,0.82,Approaching Target,0.94,Exceeding Target,Exceeding Target,2.8,3.22
,,,P.S. 101 SCHOOL IN THE GARDENS,3.43E+11,28Q101,28,40.715537,-73.843379,"2 RUSSELL PL FOREST HILLS, NY 11375",FOREST HILLS,11375,"PK,0K,01,02,03,04,05,06",PK,6,No,0.17,90778.78,0.05,0.28,0.03,0.15,0.18,0.45,0.96,0.09,0.96,Exceeding Target,0.92,Exceeding Target,0.94,Exceeding Target,0.89,Exceeding Target,0.89,Meeting Target,0.94,Exceeding Target,Meeting Target,3.23,3.54
,,,P.S. 117 J. KELD / BRIARWOOD SCHOOL,3.43E+11,28Q117,28,40.710231,-73.813057,"85-15 143RD ST JAMAICA, NY 11435",JAMAICA,11435,"PK,0K,01,02,03,04,05",PK,5,No,0.55,57582.32,0.09,0.37,0.1,0.33,0.43,0.16,0.93,0.22,0.9,Exceeding Target,0.88,Exceeding Target,0.94,Meeting Target,0.76,Approaching Target,0.83,Approaching Target,0.9,Meeting Target,Meeting Target,2.55,2.88
,,,P.S. 121 QUEENS,3.43E+11,28Q121,28,40.684009,-73.815955,"126-10 109TH AVE SOUTH OZONE PARK, NY 11420",SOUTH OZONE PARK,11420,"PK,0K,01,02,03,04,05",PK,5,No,0.53,57293.11,0.04,0.49,0.19,0.11,0.31,0.01,0.93,0.25,0.95,Exceeding Target,0.96,Exceeding Target,0.98,Meeting Target,0.91,Exceeding Target,0.86,Meeting Target,0.95,Exceeding Target,Meeting Target,2.78,3.21
,,,P.S. 139 REGO PARK,3.43E+11,28Q139,28,40.727995,-73.862551,"93-06 63RD DR REGO PARK, NY 11374",REGO PARK,11374,"0K,01,02,03,04,05,06",0K,6,No,0.45,53061.26,0.16,0.24,0.02,0.31,0.33,0.4,0.96,0.1,0.91,Exceeding Target,0.87,Meeting Target,0.95,Exceeding Target,0.76,Meeting Target,0.85,Meeting Target,0.9,Meeting Target,Exceeding Target,2.79,3.16
,,,P.S. 140 EDWARD K ELLINGTON,3.43E+11,28Q140,28,40.689923,-73.783228,"116-00 166TH ST JAMAICA, NY 11434",JAMAICA,11434,"PK,0K,01,02,03,04,05,06",PK,6,No,0.67,49625.91,0.04,0.03,0.71,0.17,0.88,0.01,0.92,0.35,0.87,Meeting Target,0.86,Meeting Target,0.91,Meeting Target,0.72,Approaching Target,0.81,Approaching Target,0.83,Approaching Target,Approaching Target,2.19,2.25
,,,P.S. 144 COL JEROMUS REMSEN,3.43E+11,28Q144,28,40.715052,-73.852943,"93-02 69TH AVE FOREST HILLS, NY 11375",FOREST HILLS,11375,"PK,0K,01,02,03,04,05,06",PK,6,No,0.2,82670.96,0.05,0.36,0.03,0.18,0.21,0.35,0.96,0.08,0.95,Meeting Target,0.94,Exceeding Target,0.95,Exceeding Target,0.88,Exceeding Target,0.88,Meeting Target,0.95,Meeting Target,Meeting Target,3.14,3.38
,,,J.H.S. 157 STEPHEN A. HALSEY,3.43E+11,28Q157,28,40.732287,-73.853054,"63-55 102ND ST REGO PARK, NY 11374",REGO PARK,11374,"06,07,08,09",6,9,No,0.41,N/A,0.09,0.24,0.1,0.23,0.33,0.41,0.95,0.12,0.91,Exceeding Target,0.89,Exceeding Target,0.84,Meeting Target,0.84,Meeting Target,0.72,Approaching Target,0.9,Meeting Target,Exceeding Target,2.95,3.19
,,,P.S. 160 WALTER FRANCIS BISHOP,3.43E+11,28Q160,28,40.688017,-73.799965,"109-59 INWOOD ST JAMAICA, NY 11435",JAMAICA,11435,"PK,0K,01,02,03,04,05,06",PK,6,No,0.67,57366.77,0.04,0.13,0.55,0.2,0.75,0.01,0.92,0.29,0.93,Approaching Target,0.91,Meeting Target,0.93,Meeting Target,0.86,Meeting Target,0.85,Meeting Target,0.96,Exceeding Target,Approaching Target,2.34,2.43
,,,P.S. 161 ARTHUR ASHE SCHOOL,3.43E+11,28Q161,28,40.690426,-73.821065,"101-33 124TH ST JAMAICA, NY 11419",JAMAICA,11419,"PK,0K,01,02,03,04,05,06",PK,6,No,0.58,58262.79,0.11,0.62,0.07,0.18,0.24,0.02,0.94,0.16,0.97,Exceeding Target,0.93,Exceeding Target,0.97,Meeting Target,0.91,Exceeding Target,0.83,Approaching Target,0.95,Exceeding Target,Approaching Target,2.86,2.98
,,,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,3.43E+11,28Q167,28,40.712046,-73.861195,"91-30 METROPOLITAN AVE REGO PARK, NY 11374",REGO PARK,11374,"06,07,08,09,10,11,12",6,12,No,0.4,N/A,0.02,0.17,0.18,0.39,0.57,0.2,0.96,0.07,0.87,Meeting Target,0.96,Exceeding Target,0.85,Exceeding Target,0.93,Exceeding Target,0.8,Meeting Target,0.93,Meeting Target,Meeting Target,2.77,2.66
,,,P.S. 174 WILLIAM SIDNEY MOUNT,3.43E+11,28Q174,28,40.720572,-73.861471,"65-10 DIETERLE CRES REGO PARK, NY 11374",REGO PARK,11374,"PK,0K,01,02,03,04,05,06",PK,6,No,0.27,64541.04,0.1,0.35,0.04,0.25,0.29,0.33,0.95,0.12,0.94,Exceeding Target,0.81,Approaching Target,0.91,Meeting Target,0.71,Approaching Target,0.83,Approaching Target,0.8,Approaching Target,Meeting Target,3,3.27
,,,P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,3.43E+11,28Q175,28,40.731005,-73.852189,"64-35 102ND ST REGO PARK, NY 11374",REGO PARK,11374,"0K,01,02,03,04,05",0K,5,No,0.39,54694.74,0.08,0.2,0.01,0.11,0.13,0.66,0.95,0.13,0.92,Meeting Target,0.92,Meeting Target,0.91,Meeting Target,0.81,Meeting Target,0.88,Meeting Target,0.95,Exceeding Target,Meeting Target,2.78,3.08
,,,P.S. 182 SAMANTHA SMITH,3.43E+11,28Q182,28,40.706506,-73.803188,"153-27 88TH AVE JAMAICA, NY 11432",JAMAICA,11432,"PK,0K,01,02,03",PK,3,No,0.73,42817.79,0.34,0.28,0.14,0.54,0.68,0.01,0.93,0.24,0.87,Meeting Target,0.86,Exceeding Target,0.88,Meeting Target,0.72,Approaching Target,0.86,Meeting Target,0.91,Meeting Target,Approaching Target,2.33,2.39
,,,J.H.S. 190 RUSSELL SAGE,3.43E+11,28Q190,28,40.723014,-73.851845,"68-17 AUSTIN ST FOREST HILLS, NY 11375",FOREST HILLS,11375,"06,07,08",6,8,No,0.37,N/A,0.08,0.33,0.07,0.28,0.35,0.29,0.95,0.12,0.86,Meeting Target,0.81,Meeting Target,0.8,Meeting Target,0.72,Approaching Target,0.7,Not Meeting Target,0.82,Approaching Target,Meeting Target,2.85,3.03
,,,P.S. 196 GRAND CENTRAL PARKWAY,3.43E+11,28Q196,28,40.722976,-73.837726,"71-25 113TH ST FOREST HILLS, NY 11375",FOREST HILLS,11375,"0K,01,02,03,04,05",0K,5,No,0.15,72353.42,0.06,0.38,0.02,0.13,0.15,0.4,0.96,0.05,0.95,Exceeding Target,0.94,Exceeding Target,0.98,Exceeding Target,0.87,Exceeding Target,0.88,Meeting Target,0.97,Exceeding Target,Exceeding Target,3.39,3.74
,,,P.S. 206 THE HORACE HARDING SCHOOL,3.43E+11,28Q206,28,40.734734,-73.860797,"61-02 98TH ST REGO PARK, NY 11374",REGO PARK,11374,"PK,0K,01,02,03,04,05",PK,5,No,0.59,48753.87,0.24,0.18,0.18,0.3,0.48,0.31,0.95,0.14,0.91,Approaching Target,0.92,Meeting Target,0.93,Meeting Target,0.85,Meeting Target,0.81,Approaching Target,0.95,Meeting Target,Meeting Target,2.47,2.62
,,,J.H.S. 217 ROBERT A. VAN WYCK,3.43E+11,28Q217,28,40.710509,-73.811875,"85-05 144TH ST JAMAICA, NY 11435",JAMAICA,11435,"06,07,08",6,8,No,0.63,N/A,0.18,0.37,0.13,0.41,0.55,0.06,0.93,0.19,0.91,Meeting Target,0.95,Meeting Target,0.87,Meeting Target,0.9,Exceeding Target,0.75,Approaching Target,0.94,Exceeding Target,Exceeding Target,2.64,2.64
,,,P.S. 220 EDWARD MANDEL,3.43E+11,28Q220,28,40.7365,-73.851845,"62-10 108TH ST FOREST HILLS, NY 11375",FOREST HILLS,11375,"PK,0K,01,02,03,04,05",PK,5,No,0.55,50697.33,0.16,0.27,0.09,0.23,0.31,0.39,0.95,0.09,0.94,Meeting Target,0.93,Exceeding Target,0.96,Exceeding Target,0.84,Meeting Target,0.85,Meeting Target,0.93,Meeting Target,Meeting Target,2.66,2.97
,,,YORK EARLY COLLEGE ACADEMY,3.43E+11,28Q284,28,40.696913,-73.786396,"108-35 167TH ST JAMAICA, NY 11433",JAMAICA,11433,"06,07,08,09,10,11,12",6,12,No,0.43,N/A,0.01,0.29,0.51,0.1,0.61,0.01,0.96,0.07,0.9,Meeting Target,0.91,Meeting Target,0.88,Exceeding Target,0.83,Meeting Target,0.78,Meeting Target,0.91,Meeting Target,Meeting Target,2.92,3.13
,,,THE EMERSON SCHOOL,3.43E+11,28Q287,28,40.696913,-73.786396,"108-35 167TH ST JAMAICA, NY 11433",JAMAICA,11433,"06,07,08",6,8,No,0.7,N/A,0.07,0.11,0.58,0.2,0.79,0.02,0.93,0.26,0.76,Approaching Target,0.9,Meeting Target,0.78,Meeting Target,0.84,Meeting Target,0.79,Meeting Target,0.89,Meeting Target,Approaching Target,2.22,2.3
,,,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,3.43E+11,28Q303,28,40.725755,-73.844042,"108-55 69TH ST FOREST HILLS, NY 11375",FOREST HILLS,11375,"PK,0K,01,02,03",PK,3,No,0.13,69328.45,0.01,0.37,0.04,0.2,0.23,0.37,0.97,0.02,0.93,N/A,0.85,N/A,0.96,N/A,0.78,N/A,0.88,N/A,0.88,N/A,N/A,N/A,N/A
